station,date,tmax,tmin,tavg,dewpoint,preciptotal,stnpressure,sealevel,avgspeed,raining,misty,humidity,trange
2,2013-05-26,67,46,57.0,43,0.0,29.54,30.23,5.7,1,0,59.39978460157078,21
1,2013-05-27,62,53,58.0,53,0.23,29.21,29.97,9.1,1,1,83.39463368388863,9
2,2013-05-27,65,56,61.0,54,0.19,29.28,29.97,8.3,1,1,77.72137240852535,9
1,2013-05-28,76,56,66.0,64,0.2,29.06,29.78,10.2,1,1,93.26417926645027,20
2,2013-05-28,76,59,68.0,63,2.2,29.13,29.79,10.3,1,1,84.03221129472287,17
1,2013-05-29,84,64,74.0,64,0.01,29.16,29.88,8.7,0,0,70.97355316986994,20
2,2013-05-29,85,65,75.0,62,0.02,29.23,29.88,9.2,1,0,63.97388267125127,20
1,2013-05-30,83,64,74.0,66,0.51,29.13,29.85,14.6,1,0,76.09947755729742,19
2,2013-05-30,84,65,75.0,64,0.09,29.22,29.85,13.9,1,0,68.63513909818117,19
1,2013-05-31,77,64,71.0,65,0.3,29.05,29.79,12.1,1,1,81.33681061492473,13
2,2013-05-31,78,65,72.0,64,0.23,29.13,29.79,12.7,1,1,75.92400854975992,13
1,2013-06-01,76,63,70.0,62,0.56,28.98,29.69,13.0,1,1,75.74671784055894,13
2,2013-06-01,76,63,70.0,61,0.44,29.05,29.69,11.9,0,0,73.11287661442077,13
1,2013-06-02,63,43,53.0,50,0.01,29.24,29.93,6.2,1,1,89.50623386251254,20
2,2013-06-02,63,47,55.0,48,0.01,29.31,29.93,7.7,1,1,77.2062220448719,16
1,2013-06-03,68,43,56.0,43,0.0,29.34,30.06,4.8,0,0,61.5869532980018,25
2,2013-06-03,68,43,56.0,40,0.0,29.41,30.07,4.0,0,0,54.84885958603458,25
1,2013-06-04,72,50,61.0,45,0.0,29.39,30.11,6.1,0,0,55.56704689274591,22
2,2013-06-04,72,50,61.0,44,0.0,29.46,30.12,6.9,0,0,53.489222585624475,22
1,2013-06-05,73,54,64.0,49,0.01,29.24,30.0,8.2,1,0,58.12736627587315,19
2,2013-06-05,76,56,66.0,46,0.0,29.33,29.99,8.3,1,0,48.42797148268488,20
1,2013-06-06,64,52,58.0,50,0.15,29.18,29.91,9.1,1,0,74.64339585388701,12
2,2013-06-06,65,54,60.0,48,0.06,29.23,29.9,9.6,1,0,64.4865432018204,11
1,2013-06-07,68,52,60.0,45,0.0,29.2,29.92,9.9,0,0,57.57755086357302,16
2,2013-06-07,68,54,61.0,44,0.0,29.26,29.92,9.2,0,0,53.489222585624475,14
1,2013-06-08,74,49,62.0,43,0.0,29.25,29.96,5.4,0,0,49.69030155876044,25
2,2013-06-08,74,50,62.0,42,0.0,29.31,29.96,5.6,0,0,47.81594672124952,24
1,2013-06-09,80,55,68.0,55,0.01,29.15,29.88,8.9,1,0,63.1178683132514,25
2,2013-06-09,83,58,71.0,53,0.01,29.22,29.88,8.4,1,0,52.9455799128056,25
1,2013-06-10,76,60,68.0,63,0.26,29.08,29.79,4.3,1,1,84.03221129472287,16
2,2013-06-10,75,61,68.0,61,0.85,29.14,29.78,4.4,1,1,78.30173731848878,14
1,2013-06-11,83,60,72.0,62,0.0,29.13,29.85,4.5,1,1,70.76773907233378,23
2,2013-06-11,84,60,72.0,61,0.24,29.21,29.85,4.1,1,1,68.30702534158651,24
1,2013-06-12,86,63,75.0,64,0.75,29.0,29.74,8.0,1,1,68.63513909818117,23
2,2013-06-12,87,64,76.0,64,0.25,29.08,29.74,5.8,1,1,66.38299221937822,23
1,2013-06-13,73,58,66.0,54,0.0,29.23,29.92,12.2,0,1,65.21411080812129,15
2,2013-06-13,72,59,66.0,53,0.0,29.29,29.91,13.2,0,1,62.868360727195515,13
1,2013-06-14,78,56,67.0,51,0.0,29.34,30.05,7.9,0,0,56.41023806472434,22
2,2013-06-14,76,57,67.0,50,0.0,29.4,30.04,7.8,0,0,54.354917050774056,19
1,2013-06-15,80,58,69.0,62,0.17,29.21,29.95,7.7,1,1,78.38288740087917,22
2,2013-06-15,81,61,71.0,60,0.12,29.28,29.95,7.2,1,0,68.19661499378506,20
1,2013-06-16,86,69,78.0,62,0.0,29.16,29.88,9.2,0,0,57.904610033841074,17
2,2013-06-16,83,69,76.0,62,0.0,29.23,29.87,9.5,0,0,61.87468709772934,14
1,2013-06-17,88,59,74.0,55,0.03,29.18,29.89,8.1,0,0,51.47113160447879,29
2,2013-06-17,88,62,75.0,56,0.1,29.24,29.88,8.4,0,0,51.61615166182241,26
1,2013-06-18,71,56,64.0,52,0.0,29.31,30.01,11.6,0,1,64.97381909913064,15
2,2013-06-18,70,57,64.0,52,0.01,29.36,30.0,12.4,1,1,64.97381909913064,13
1,2013-06-19,75,53,64.0,46,0.0,29.39,30.1,6.9,0,0,51.92558586113648,22
2,2013-06-19,75,57,66.0,46,0.0,29.44,30.09,7.2,0,0,48.42797148268488,18
1,2013-06-20,86,56,71.0,58,0.0,29.38,30.1,5.9,0,0,63.48799386001066,30
2,2013-06-20,86,62,74.0,57,0.0,29.45,30.1,7.2,0,0,55.34004418727664,24
1,2013-06-21,82,68,75.0,65,0.79,29.34,30.04,9.5,1,1,71.07571072806151,14
2,2013-06-21,85,70,78.0,63,0.11,29.39,30.04,9.6,0,0,59.98153661250495,15
1,2013-06-22,80,67,74.0,67,0.04,29.3,30.01,8.4,1,0,78.7822278911767,13
2,2013-06-22,83,70,77.0,65,0.0,29.37,30.0,7.8,0,0,66.49695902904085,13
1,2013-06-23,87,66,77.0,68,0.84,29.26,29.97,11.5,1,0,73.78055835142726,21
2,2013-06-23,89,69,79.0,66,0.0,29.34,29.97,9.5,0,0,64.45122207118804,20
1,2013-06-24,89,67,78.0,67,0.18,29.25,29.95,10.0,0,1,68.9586355825529,22
2,2013-06-24,86,68,77.0,65,0.14,29.3,29.96,11.0,0,1,66.49695902904085,18
1,2013-06-25,85,67,76.0,69,0.03,29.13,29.86,6.9,0,0,78.93902502121315,18
2,2013-06-25,87,70,79.0,67,0.0,29.21,29.85,8.6,1,0,66.72333408930567,17
1,2013-06-26,80,66,73.0,67,1.48,29.05,29.76,7.4,1,1,81.4777451389265,14
2,2013-06-26,81,68,75.0,65,0.19,29.11,29.75,9.0,1,0,71.07571072806151,13
1,2013-06-27,90,64,77.0,67,0.92,29.01,29.73,7.2,0,1,71.27854110531861,26
2,2013-06-27,91,66,79.0,65,0.59,29.08,29.71,6.8,0,1,62.247329201951004,25
1,2013-06-28,83,67,75.0,61,0.0,28.91,29.63,10.9,1,0,61.74940279437605,16
2,2013-06-28,83,68,76.0,60,0.16,28.97,29.62,9.8,1,0,57.63777364205565,15
1,2013-06-29,72,64,68.0,59,0.0,28.97,29.66,12.3,0,1,72.91775824653783,8
2,2013-06-29,72,64,68.0,59,0.0,29.03,29.65,12.0,1,0,72.91775824653783,8
1,2013-06-30,77,62,70.0,52,0.0,29.2,29.88,13.9,0,0,52.80147113979146,15
2,2013-06-30,76,64,70.0,52,0.0,29.25,29.86,14.2,0,0,52.80147113979146,12
1,2013-07-01,75,59,67.0,51,0.0,29.31,30.03,12.3,0,0,56.41023806472434,16
2,2013-07-01,75,61,68.0,50,0.0,29.37,30.01,13.6,0,0,52.51165450423614,14
1,2013-07-02,68,60,64.0,52,0.0,29.33,30.05,11.2,0,0,64.97381909913064,8
2,2013-07-02,68,62,65.0,53,0.0,29.39,30.04,12.3,1,0,65.0942414787659,6
1,2013-07-03,72,59,66.0,60,0.02,29.32,30.04,5.3,1,1,80.97766421415629,13
2,2013-07-03,74,62,68.0,60,0.07,29.38,30.03,4.2,1,0,75.56758222782685,12
1,2013-07-04,83,56,70.0,61,0.0,29.34,30.05,5.1,0,1,73.11287661442077,27
2,2013-07-04,83,61,72.0,59,0.0,29.41,30.05,7.7,0,1,63.61027648899768,22
1,2013-07-05,86,60,73.0,61,0.0,29.33,30.04,4.8,0,0,66.03794268369873,26
2,2013-07-05,87,63,75.0,60,0.0,29.39,30.03,5.9,0,0,59.593225297204334,24
1,2013-07-06,83,65,74.0,65,0.0,29.29,30.01,4.5,0,0,73.49727560438572,18
2,2013-07-06,82,71,77.0,63,0.0,29.36,30.0,5.9,0,0,61.99943468829765,11
1,2013-07-07,88,70,79.0,67,0.0,29.26,29.97,6.8,0,0,66.72333408930567,18
2,2013-07-07,89,70,80.0,66,0.0,29.33,29.96,8.2,0,0,62.370480849121655,19
1,2013-07-08,86,70,78.0,71,0.5,29.24,29.95,8.4,1,1,79.09417564153422,16
2,2013-07-08,87,71,79.0,70,0.84,29.31,29.95,10.5,1,1,73.96706755032609,16
1,2013-07-09,85,73,79.0,74,0.0,29.19,29.91,7.3,0,1,84.69338310852518,12
2,2013-07-09,85,75,80.0,72,0.01,29.26,29.91,9.3,1,1,76.61518165278144,10
1,2013-07-10,85,66,76.0,65,0.0,29.2,29.89,8.3,0,0,68.74348058795903,19
2,2013-07-10,87,66,77.0,65,0.0,29.26,29.88,8.0,0,0,66.49695902904085,21
1,2013-07-11,81,64,73.0,54,0.0,29.36,30.06,7.4,0,0,51.325595364126016,17
2,2013-07-11,80,63,72.0,52,0.0,29.42,30.05,7.5,0,0,49.33072796792948,17
1,2013-07-12,83,58,71.0,53,0.0,29.38,30.1,4.8,0,0,52.9455799128056,25
2,2013-07-12,82,60,71.0,54,0.0,29.44,30.09,5.4,0,0,54.92109027968242,22
1,2013-07-13,84,62,73.0,59,0.0,29.41,30.12,7.5,0,0,61.497214552500836,22
2,2013-07-13,83,67,75.0,58,0.0,29.47,30.11,7.1,0,0,55.478623420120435,16
1,2013-07-14,88,72,80.0,66,0.0,29.47,30.17,7.6,0,0,62.370480849121655,16
2,2013-07-14,88,73,81.0,66,0.0,29.52,30.16,8.5,0,0,60.365044075809024,15
1,2013-07-15,89,71,80.0,71,0.09,29.52,30.23,5.1,0,0,74.05962679431985,18
2,2013-07-15,91,75,83.0,71,0.02,29.57,30.21,6.2,0,0,67.16992386077122,16
1,2013-07-16,92,73,83.0,72,0.0,29.54,30.25,6.8,0,0,69.48773766425711,19
2,2013-07-16,93,77,85.0,70,0.01,29.61,30.24,7.3,0,0,60.869016196577064,16
1,2013-07-17,94,76,85.0,72,0.0,29.51,30.23,6.9,0,0,65.15155430304023,18
2,2013-07-17,95,77,86.0,70,0.0,29.57,30.21,7.1,0,0,58.95081993498297,18
1,2013-07-18,95,77,86.0,72,0.0,29.31,30.05,8.1,0,0,63.09840024026495,18
2,2013-07-18,96,79,88.0,71,0.0,29.38,30.04,9.4,1,0,57.23226960867286,17
1,2013-07-19,96,71,84.0,70,0.58,29.1,29.83,14.0,1,1,62.85783826357497,25
2,2013-07-19,97,75,86.0,69,0.0,29.17,29.82,13.9,1,0,56.96818874823267,22
1,2013-07-20,89,71,80.0,64,0.06,29.17,29.86,7.5,0,0,58.16931706847186,18
2,2013-07-20,88,72,80.0,63,0.01,29.23,29.85,7.2,1,0,56.1635566720445,16
1,2013-07-21,88,68,78.0,65,0.01,29.18,29.89,6.7,0,0,64.33267984899061,20
2,2013-07-21,89,72,81.0,63,0.0,29.24,29.88,7.9,0,0,54.3576949833618,17
1,2013-07-22,87,71,79.0,66,0.0,29.07,29.78,7.4,1,0,64.45122207118804,16
2,2013-07-22,90,72,81.0,64,0.0,29.14,29.77,7.4,0,0,56.298962921134255,18
1,2013-07-23,78,63,71.0,60,0.03,29.15,29.83,11.0,0,0,68.19661499378506,15
2,2013-07-23,80,65,73.0,58,0.0,29.21,29.81,11.4,0,0,59.331653227294,15
1,2013-07-24,72,60,66.0,51,0.0,29.31,30.01,8.1,0,0,58.39887964098753,12
2,2013-07-24,73,62,68.0,48,0.0,29.38,30.01,10.5,0,0,48.73092155991871,11
1,2013-07-25,81,57,69.0,54,0.0,29.33,30.05,5.1,0,0,58.80195570405912,24
2,2013-07-25,81,58,70.0,52,0.0,29.39,30.05,3.9,0,0,52.80147113979146,23
1,2013-07-26,70,62,66.0,61,0.39,29.21,29.94,8.5,1,1,83.90756465974071,8
2,2013-07-26,74,65,70.0,58,0.01,29.28,29.94,10.2,1,0,65.6881130066995,9
1,2013-07-27,65,55,60.0,51,0.0,29.17,29.9,10.6,0,0,72.11726864156499,10
2,2013-07-27,68,57,63.0,49,0.0,29.23,29.89,11.3,0,0,60.203259900373716,11
1,2013-07-28,69,54,62.0,50,0.0,29.23,29.93,9.1,1,0,64.73130403319603,15
2,2013-07-28,71,55,63.0,47,0.0,29.3,29.94,9.8,1,0,55.85035151680261,16
1,2013-07-29,76,57,67.0,55,0.0,29.41,30.11,7.0,0,0,65.33342986387333,19
2,2013-07-29,76,58,67.0,53,0.0,29.47,30.1,7.7,0,0,60.72752109564434,18
1,2013-07-30,74,57,66.0,59,0.04,29.39,30.12,4.7,1,0,78.13813236389119,17
2,2013-07-30,74,61,68.0,56,0.0,29.46,30.12,6.0,1,0,65.4522014127624,13
1,2013-07-31,75,62,69.0,64,0.5,29.26,30.0,4.4,1,1,84.09401079065675,13
2,2013-07-31,75,64,70.0,63,0.18,29.33,29.99,4.2,1,1,78.46360638255358,11
1,2013-08-01,81,61,71.0,57,0.0,29.23,29.95,7.8,0,0,61.24285092838859,20
2,2013-08-01,82,61,72.0,54,0.0,29.29,29.95,7.1,0,0,53.08915754692025,21
1,2013-08-02,84,62,73.0,63,0.63,29.15,29.87,8.2,1,1,70.87089690607739,22
2,2013-08-02,86,65,76.0,62,0.41,29.23,29.87,7.7,1,0,61.87468709772934,21
1,2013-08-03,81,64,73.0,55,0.0,29.33,30.03,6.8,0,0,53.23220547500601,17
2,2013-08-03,79,66,73.0,54,0.0,29.39,30.02,8.4,0,0,51.325595364126016,13
1,2013-08-04,75,60,68.0,56,0.0,29.42,30.14,7.8,1,0,65.4522014127624,15
2,2013-08-04,74,60,67.0,55,0.0,29.49,30.13,6.9,1,0,65.33342986387333,14
1,2013-08-05,75,58,67.0,59,0.07,29.23,29.98,7.6,1,0,75.47731524435642,17
2,2013-08-05,76,63,70.0,56,0.02,29.29,29.98,7.9,0,0,61.11484738287635,13
1,2013-08-06,83,67,75.0,68,0.04,29.13,29.86,8.0,0,0,78.86083362775612,16
2,2013-08-06,85,68,77.0,65,0.0,29.21,29.85,9.4,0,0,66.49695902904085,17
1,2013-08-07,89,67,78.0,68,0.0,29.14,29.83,9.9,0,0,71.37921957347292,22
2,2013-08-07,91,70,81.0,67,0.01,29.2,29.82,10.5,0,1,62.49310523138112,21
1,2013-08-08,78,65,72.0,56,0.0,29.26,29.98,9.3,0,0,57.09764985646776,13
2,2013-08-08,79,69,74.0,55,0.0,29.33,29.96,10.8,0,0,51.47113160447879,10
1,2013-08-09,82,59,71.0,60,0.0,29.28,29.98,5.3,0,0,68.19661499378506,23
2,2013-08-09,84,62,73.0,58,0.0,29.34,29.97,5.6,0,0,59.331653227294,22
1,2013-08-10,81,64,73.0,57,0.0,29.26,30.08,6.5,0,0,57.23349208270923,17
2,2013-08-10,81,68,75.0,55,0.0,29.32,30.07,7.4,0,0,49.775277119899386,13
1,2013-08-11,81,60,71.0,61,0.01,29.35,30.07,3.0,1,0,70.66407678830186,21
2,2013-08-11,84,63,74.0,57,0.0,29.42,30.06,5.4,0,0,55.34004418727664,21
1,2013-08-12,82,67,75.0,65,0.27,29.21,29.93,7.5,1,0,71.07571072806151,15
2,2013-08-12,85,69,77.0,63,0.66,29.27,29.92,7.7,1,0,61.99943468829765,16
1,2013-08-13,70,58,64.0,52,0.0,29.37,30.07,9.6,0,0,64.97381909913064,12
2,2013-08-13,71,62,67.0,50,0.0,29.42,30.06,11.9,0,0,54.354917050774056,9
1,2013-08-14,72,56,64.0,50,0.0,29.44,30.16,7.1,0,0,60.33517093121935,16
2,2013-08-14,71,58,65.0,49,0.0,29.52,30.16,7.0,0,0,56.13141013840536,13
1,2013-08-15,75,55,65.0,53,0.0,29.4,30.13,4.9,0,0,65.0942414787659,20
2,2013-08-15,74,57,66.0,50,0.0,29.47,30.13,5.0,0,0,56.27110197801161,17
1,2013-08-16,82,55,69.0,52,0.0,29.44,30.15,5.2,0,0,54.63909044432471,27
2,2013-08-16,82,58,70.0,51,0.0,29.5,30.14,5.8,0,0,50.88587779810227,24
1,2013-08-17,81,57,69.0,56,0.0,29.47,30.19,6.4,0,0,63.24179235088773,24
2,2013-08-17,79,60,70.0,55,0.0,29.53,30.18,6.3,0,0,58.9352047117653,19
1,2013-08-18,81,59,70.0,57,0.0,29.41,30.14,4.8,0,0,63.365166672408776,22
2,2013-08-18,81,62,72.0,57,0.0,29.48,30.13,4.8,0,0,59.200051291818134,19
1,2013-08-19,85,57,71.0,60,0.0,29.34,30.07,5.3,0,0,68.19661499378506,28
2,2013-08-19,86,63,75.0,58,0.0,29.41,30.06,4.6,0,1,55.478623420120435,23
1,2013-08-20,88,66,77.0,62,0.0,29.34,30.06,8.0,0,0,59.85263617264551,22
2,2013-08-20,88,68,78.0,61,0.0,29.41,30.05,7.5,0,0,55.89116901040809,20
1,2013-08-21,90,68,79.0,65,0.01,29.3,30.02,9.0,1,0,62.247329201951004,22
2,2013-08-21,91,70,81.0,64,0.05,29.37,30.02,9.3,1,0,56.298962921134255,21
1,2013-08-22,78,68,73.0,67,0.23,29.36,30.05,7.0,1,0,81.4777451389265,10
2,2013-08-22,78,67,73.0,66,0.36,29.42,30.05,7.0,1,0,78.70320507035771,11
1,2013-08-23,82,62,72.0,55,0.0,29.43,30.14,6.8,0,1,55.06127932824511,20
2,2013-08-23,81,64,73.0,55,0.0,29.49,30.13,8.0,0,1,53.23220547500601,17
1,2013-08-24,86,60,73.0,59,0.0,29.49,30.2,6.1,0,0,61.497214552500836,26
2,2013-08-24,86,64,75.0,56,0.0,29.55,30.2,5.9,0,0,51.61615166182241,22
1,2013-08-25,89,65,77.0,62,0.0,29.46,30.18,9.6,0,0,59.85263617264551,24
2,2013-08-25,89,68,79.0,60,0.0,29.52,30.17,10.1,0,0,52.19109419072684,21
1,2013-08-26,92,70,81.0,68,0.0,29.34,30.06,9.4,0,0,64.68673636674298,22
2,2013-08-26,92,70,81.0,66,0.0,29.41,30.06,9.5,0,0,60.365044075809024,22
1,2013-08-27,96,77,87.0,70,0.0,29.18,29.9,12.0,0,0,57.10048521990853,19
2,2013-08-27,96,77,87.0,68,0.0,29.24,29.89,12.7,0,0,53.316578577637394,19
1,2013-08-28,83,71,77.0,69,0.0,29.26,29.95,9.3,0,0,76.35931535226167,12
2,2013-08-28,83,71,77.0,67,0.0,29.32,29.94,8.7,0,1,71.27854110531861,12
1,2013-08-29,89,66,78.0,64,0.0,29.29,30.01,4.7,0,1,62.123647934918836,23
2,2013-08-29,87,69,78.0,65,0.0,29.36,30.0,4.6,0,1,64.33267984899061,18
1,2013-08-30,96,67,82.0,68,0.36,29.13,29.86,8.3,0,1,62.61520469875998,29
2,2013-08-30,96,69,83.0,67,0.47,29.21,29.85,7.8,1,0,58.56241959730853,27
1,2013-08-31,78,71,75.0,67,0.07,29.1,29.82,7.2,1,0,76.18653608667044,7
2,2013-08-31,77,70,74.0,66,0.96,29.16,29.81,7.0,1,1,76.09947755729742,7
1,2013-09-01,85,65,75.0,67,0.14,29.05,29.76,5.2,1,0,76.18653608667044,20
2,2013-09-01,84,68,76.0,66,0.02,29.11,29.75,5.8,0,0,71.1773724290501,16
1,2013-09-02,79,60,70.0,61,0.0,29.21,29.9,9.2,0,0,73.11287661442077,19
2,2013-09-02,77,62,70.0,60,0.0,29.27,29.89,8.7,0,0,70.55990715762363,15
1,2013-09-03,77,57,67.0,54,0.0,29.32,30.02,5.8,0,0,62.99339197054547,20
2,2013-09-03,76,58,67.0,54,0.0,29.39,30.02,4.6,0,0,62.99339197054547,18
1,2013-09-04,84,59,72.0,57,0.0,29.37,30.08,7.0,0,0,59.200051291818134,25
2,2013-09-04,84,59,72.0,55,0.0,29.44,30.08,6.8,0,0,55.06127932824511,25
1,2013-09-05,74,59,67.0,54,0.0,29.49,30.2,9.2,0,0,62.99339197054547,15
2,2013-09-05,74,65,70.0,53,0.0,29.55,30.19,9.9,0,0,54.78036121579585,9
1,2013-09-06,86,57,72.0,58,0.0,29.38,30.11,6.0,0,0,61.37030585532472,29
2,2013-09-06,85,62,74.0,55,0.0,29.44,30.11,6.0,0,0,51.47113160447879,23
1,2013-09-07,88,65,77.0,62,0.01,29.21,29.94,6.9,0,0,59.85263617264551,23
2,2013-09-07,87,68,78.0,61,0.0,29.28,29.94,7.7,0,0,55.89116901040809,19
1,2013-09-08,77,71,74.0,66,0.0,29.26,29.98,11.9,0,0,76.09947755729742,6
2,2013-09-08,78,71,75.0,65,0.0,29.33,29.96,12.0,0,0,71.07571072806151,7
1,2013-09-09,94,68,81.0,70,0.0,29.15,29.86,10.1,0,0,69.27758930469994,26
2,2013-09-09,94,69,82.0,68,0.0,29.22,29.86,9.2,0,1,62.61520469875998,25
1,2013-09-10,95,77,86.0,64,0.0,29.25,29.95,12.5,0,0,47.90683479318049,18
2,2013-09-10,96,78,87.0,63,0.0,29.32,29.94,12.5,0,0,44.80309996547721,18
1,2013-09-11,91,75,83.0,66,0.0,29.28,29.98,7.5,0,0,56.568209038240894,16
2,2013-09-11,92,75,84.0,66,0.0,29.34,29.97,6.9,0,0,54.7711924645934,17
1,2013-09-12,82,62,72.0,59,0.0,29.28,29.98,9.4,1,0,63.61027648899768,20
2,2013-09-12,83,63,73.0,58,0.06,29.34,29.97,9.8,0,0,59.331653227294,20
1,2013-09-13,67,52,60.0,45,0.0,29.41,30.13,11.5,0,0,57.57755086357302,15
2,2013-09-13,67,54,61.0,45,0.0,29.47,30.12,13.5,0,0,55.56704689274591,13
1,2013-09-14,72,47,60.0,43,0.0,29.36,30.1,5.9,0,0,53.34300175842913,25
2,2013-09-14,72,51,62.0,41,0.0,29.44,30.11,6.3,0,0,46.004384039886375,21
1,2013-09-15,62,56,59.0,52,0.65,29.34,30.06,5.4,1,1,77.55150691172038,6
2,2013-09-15,62,58,60.0,51,0.24,29.41,30.06,5.1,1,1,72.11726864156499,4
1,2013-09-16,64,51,58.0,47,0.0,29.59,30.3,10.8,0,0,66.71252677474104,13
2,2013-09-16,64,55,60.0,47,0.0,29.65,30.29,12.8,0,0,62.10637420415283,9
1,2013-09-17,71,49,60.0,51,0.0,29.49,30.23,7.6,0,0,72.11726864156499,22
2,2013-09-17,70,53,62.0,49,0.0,29.55,30.23,8.2,0,0,62.362634612270064,17
1,2013-09-18,81,60,71.0,60,0.55,29.26,30.01,9.0,0,0,68.19661499378506,21
2,2013-09-18,82,62,72.0,58,0.51,29.35,30.02,9.1,1,1,61.37030585532472,20
1,2013-09-19,84,69,77.0,68,0.84,29.14,29.87,10.6,1,1,73.78055835142726,15
2,2013-09-19,84,70,77.0,66,0.0,29.21,29.87,10.0,1,1,68.85131182953751,14
1,2013-09-20,76,58,67.0,60,0.0,29.08,29.8,11.0,0,0,78.22015326882769,18
2,2013-09-20,77,59,68.0,59,0.02,29.15,29.8,11.2,0,0,72.91775824653783,18
1,2013-09-21,67,52,60.0,48,0.0,29.17,29.87,10.0,0,0,64.4865432018204,15
2,2013-09-21,67,51,59.0,46,0.0,29.23,29.87,9.5,0,0,61.97738545522772,16
1,2013-09-22,67,49,58.0,47,0.0,29.3,30.01,7.5,0,0,66.71252677474104,18
2,2013-09-22,67,49,58.0,45,0.0,29.36,30.01,6.8,0,0,61.847820820834286,18
1,2013-09-23,67,46,57.0,48,0.0,29.34,30.06,6.1,0,0,71.80860936988302,21
2,2013-09-23,67,50,59.0,45,0.0,29.41,30.06,7.6,0,0,59.66991325554808,17
1,2013-09-24,70,49,60.0,49,0.0,29.26,30.0,8.0,0,0,66.94686937749347,21
2,2013-09-24,91,52,71.5,48,0.0,29.33,30.0,7.7,0,0,43.23719869988692,39
1,2013-09-25,70,51,61.0,52,0.0,29.23,29.95,5.7,0,0,72.21911321893865,19
2,2013-09-25,71,56,64.0,51,0.0,29.29,29.95,6.6,0,0,62.61662312402425,15
1,2013-09-26,75,50,63.0,52,0.0,29.34,30.04,4.2,0,1,67.29421903239448,25
2,2013-09-26,75,55,65.0,52,0.0,29.4,30.04,4.6,0,0,62.7427719811493,20
1,2013-09-27,81,52,67.0,51,0.0,29.38,30.09,7.4,0,0,56.41023806472434,29
2,2013-09-27,80,57,69.0,48,0.0,29.44,30.09,7.3,0,0,47.08521265655789,23
1,2013-09-28,84,55,70.0,56,0.2,29.24,29.98,12.7,1,1,61.11484738287635,29
2,2013-09-28,85,58,72.0,54,0.02,29.31,29.98,11.3,1,1,53.08915754692025,27
1,2013-09-29,68,51,60.0,49,0.18,29.29,30.01,7.6,1,1,66.94686937749347,17
2,2013-09-29,84,53,68.5,48,0.22,29.36,30.01,7.8,1,1,47.900133560579505,31
1,2013-09-30,74,47,61.0,49,0.0,29.21,29.93,6.2,0,0,64.60920574472077,27
2,2013-09-30,76,50,63.0,47,0.0,29.28,29.93,4.9,0,0,55.85035151680261,26
1,2013-10-01,79,62,71.0,62,0.0,29.21,29.92,12.2,0,1,73.20970168052929,17
2,2013-10-01,79,62,71.0,61,0.0,29.28,29.92,11.5,0,1,70.66407678830186,17
1,2013-10-02,76,62,69.0,50,0.0,29.31,30.02,6.4,0,1,50.738265153460794,14
2,2013-10-02,77,64,71.0,50,0.0,29.37,30.02,7.3,0,1,47.38959457661924,13
1,2013-10-03,78,60,69.0,65,0.12,29.19,29.91,7.9,1,1,87.08427874487391,18
2,2013-10-03,78,64,71.0,65,0.8,29.26,29.91,7.7,1,1,81.33681061492473,14
1,2013-10-04,74,65,70.0,65,0.0,29.23,29.94,6.2,1,1,84.15546440258545,9
2,2013-10-04,76,66,71.0,64,0.0,29.29,29.94,6.0,0,1,78.543897108773,10
1,2013-10-05,80,61,71.0,66,0.82,29.11,29.84,6.4,0,1,84.21657460189266,19
2,2013-10-05,81,65,73.0,66,0.68,29.18,29.83,8.1,0,1,78.70320507035771,16
1,2013-10-06,64,45,55.0,44,0.09,29.02,29.75,9.5,1,0,66.35678878575852,19
2,2013-10-06,76,48,62.0,44,0.06,29.1,29.76,10.6,1,1,51.629312036145016,28
1,2013-10-07,68,45,57.0,45,0.0,29.23,29.92,9.0,0,0,64.11514175131302,23
2,2013-10-07,67,45,56.0,44,0.0,29.3,29.94,9.1,0,0,63.99019384935577,22
1,2013-10-08,75,43,59.0,48,0.0,29.42,30.13,5.6,0,0,66.82997767863014,32
2,2013-10-08,76,49,63.0,46,0.0,29.49,30.13,5.0,0,0,53.77999626270204,27
1,2013-10-09,71,48,60.0,47,0.0,29.45,30.18,4.6,0,0,62.10637420415283,23
2,2013-10-09,70,52,61.0,47,0.0,29.52,30.18,4.9,0,0,59.937731910787726,18
1,2013-10-10,74,46,60.0,50,0.0,29.37,30.11,3.9,0,1,69.489658073114,28
2,2013-10-10,75,51,63.0,49,0.0,29.44,30.11,3.8,0,0,60.203259900373716,24
1,2013-10-11,76,51,64.0,51,0.0,29.28,30.02,7.7,0,0,62.61662312402425,25
2,2013-10-11,77,56,67.0,48,0.0,29.36,30.02,6.9,0,0,50.44147293023269,21
1,2013-10-12,73,46,60.0,54,0.12,29.32,30.02,7.4,1,1,80.53345504712736,27
2,2013-10-12,73,53,63.0,52,0.01,29.39,30.02,8.6,0,0,67.29421903239448,20
1,2013-10-13,64,44,54.0,41,0.0,29.62,30.32,6.6,0,0,61.32375039179685,20
2,2013-10-13,65,46,56.0,40,0.0,29.68,30.33,5.0,0,0,54.84885958603458,19
1,2013-10-14,62,42,52.0,44,0.0,29.53,30.29,8.4,0,0,74.06518884199969,20
2,2013-10-14,62,45,54.0,43,0.0,29.59,30.29,8.4,0,0,66.23707095046817,17
1,2013-10-15,64,49,57.0,51,0.07,29.14,29.91,10.6,1,1,80.3057586215734,15
